item,value,coordinate_location
http://www.wikidata.org/entity/Q80269,MX-ZAC,Point(-102.700555555 23.292777777)
http://www.wikidata.org/entity/Q81977,ES-CC,Point(-6.0 39.666666666)
http://www.wikidata.org/entity/Q95027,ES-LU,Point(-7.5 43.0)
http://www.wikidata.org/entity/Q95038,ES-OR,Point(-7.5 42.166666666)
http://www.wikidata.org/entity/Q95088,ES-SE,Point(-5.5 37.5)
http://www.wikidata.org/entity/Q101625,MA-MMD,Point(-7.98108 31.62947)
http://www.wikidata.org/entity/Q101625,MA-MMN,Point(-7.98108 31.62947)
http://www.wikidata.org/entity/Q101625,MA-SYB,Point(-7.98108 31.62947)
http://www.wikidata.org/entity/Q103679,SE-Z,Point(14.66667 63.0)
http://www.wikidata.org/entity/Q104891,SE-Y,Point(16.93 62.739722222)
http://www.wikidata.org/entity/Q104926,SE-C,Point(17.65 59.858333)
http://www.wikidata.org/entity/Q106789,SE-S,Point(13.25 59.75)
http://www.wikidata.org/entity/Q109128,GB-GWN,Point(-3.916666666 52.833333333)
http://www.wikidata.org/entity/Q115318,TZ-21,Point(36.0 -11.0)
http://www.wikidata.org/entity/Q121074,AL-PR,Point(20.316666666 40.266666666)
http://www.wikidata.org/entity/Q123934,TR-48,Point(28.506388888 37.030277777)
http://www.wikidata.org/entity/Q127676,NO-50,Point(10.393055555 63.426944444)
http://www.wikidata.org/entity/Q129387,TR-59,Point(27.357777777 41.086388888)
http://www.wikidata.org/entity/Q130212,HU-SF,Point(18.416666666 47.2)
http://www.wikidata.org/entity/Q130300,JP-45,Point(131.35 32.016666666)
http://www.wikidata.org/entity/Q131083,AZ-NX,Point(45.5 39.333333333)
http://www.wikidata.org/entity/Q131287,JP-29,Point(135.832944444 34.685194444)
http://www.wikidata.org/entity/Q131305,UM-84,Point(-176.616388888 0.806666666)
http://www.wikidata.org/entity/Q133865,TW-CHA,Point(120.533333333 23.933333333)
http://www.wikidata.org/entity/Q133935,JP-31,Point(134.237722222 35.503888888)
http://www.wikidata.org/entity/Q134413,TR-57,Point(34.901944 41.609167)
http://www.wikidata.org/entity/Q141310,BW-ST,Point(26.224444444 -20.563611111)
http://www.wikidata.org/entity/Q155219,TR-51,Point(34.693611111 37.915833333)
http://www.wikidata.org/entity/Q156150,GB-POW,Point(-3.416666666 52.3)
http://www.wikidata.org/entity/Q158087,BD-B,Point(91.5 22.916666666)
http://www.wikidata.org/entity/Q161454,JP-37,Point(134.04328 34.34011)
http://www.wikidata.org/entity/Q163239,PK-BA,Point(67.01 30.12)
http://www.wikidata.org/entity/Q165954,BW-JW,Point(24.728055555 -24.601666666)
http://www.wikidata.org/entity/Q173821,AF-HEL,Point(64.0 31.0)
http://www.wikidata.org/entity/Q185036,EE-67,Point(24.583333333 58.416666666)
http://www.wikidata.org/entity/Q185575,AF-PKA,Point(68.8 32.5)
http://www.wikidata.org/entity/Q185752,AF-KHO,Point(69.9 33.4)
http://www.wikidata.org/entity/Q188076,EE-86,Point(26.916666666 57.75)
http://www.wikidata.org/entity/Q633659,IR-22,Point(56.2768 27.1884)
http://www.wikidata.org/entity/Q1969671,MA-TAO,Point(-4.64 34.535833333)
http://www.wikidata.org/entity/Q1980044,MD-BS,Point(28.916666666 46.416666666)
http://www.wikidata.org/entity/Q2001793,DO-22,Point(-71.23 18.81)
http://www.wikidata.org/entity/Q2012234,BG-14,Point(23.0 42.583333333)
http://www.wikidata.org/entity/Q2015893,LT-05,Point(24.033611111 54.584722222)
http://www.wikidata.org/entity/Q2024719,BD-33,Point(90.01 23.85)
http://www.wikidata.org/entity/Q240,BE-BRU,Point(4.35 50.85)
http://www.wikidata.org/entity/Q15881,SI-041,Point(14.05 46.433333333)
http://www.wikidata.org/entity/Q15881,SI-041,Point(14.07245 46.45253)
http://www.wikidata.org/entity/Q15891,SI-060,Point(14.816666666 46.066666666)
http://www.wikidata.org/entity/Q15923,SI-126,Point(15.04555556 46.37722222)
http://www.wikidata.org/entity/Q46130,FR-69,Point(4.7195702 45.995504)
http://www.wikidata.org/entity/Q54158,PL-10,Point(19.416666666 51.6)
http://www.wikidata.org/entity/Q115459,NZ-CIT,Point(-176.583333333 -44.0)
http://www.wikidata.org/entity/Q328145,TN-21,Point(10.75 36.75)
http://www.wikidata.org/entity/Q392173,SI-124,Point(15.518177777 46.228072222)
http://www.wikidata.org/entity/Q392188,SI-125,Point(15.033333333 46.333333333)
http://www.wikidata.org/entity/Q398116,SI-085,Point(15.16666667 45.8)
http://www.wikidata.org/entity/Q398116,SI-085,Point(15.19833 45.7851)
http://www.wikidata.org/entity/Q423528,TO-01,Point(-174.937777777 -21.370277777)
http://www.wikidata.org/entity/Q554854,SI-111,Point(13.866666666 45.7)
http://www.wikidata.org/entity/Q612098,TO-02,Point(-174.366666666 -19.75)
http://www.wikidata.org/entity/Q658076,SI-075,Point(13.633333333 45.85)
http://www.wikidata.org/entity/Q669648,SI-067,Point(14.74666667 46.35611111)
http://www.wikidata.org/entity/Q849320,SI-008,Point(14.396389 45.898889)
http://www.wikidata.org/entity/Q849320,SI-008,Point(14.42444 45.94889)
http://www.wikidata.org/entity/Q849320,SI-008,Point(14.417777777 46.020833333)
http://www.wikidata.org/entity/Q999525,SI-065,Point(14.428333333 45.712222222)
http://www.wikidata.org/entity/Q1002371,SI-069,Point(15.73361111 46.35166667)
http://www.wikidata.org/entity/Q1016812,SI-119,Point(15.333333333 45.833333333)
http://www.wikidata.org/entity/Q1112885,KE-28,Point(39.666666666 -4.05)
http://www.wikidata.org/entity/Q1741307,KE-14,Point(39.75 -3.66667)
http://www.wikidata.org/entity/Q1994547,MK-109,Point(21.67 41.64)
http://www.wikidata.org/entity/Q2007044,SY-DI,Point(36.292 33.513)
http://www.wikidata.org/entity/Q2024447,MA-ERR,Point(-4.423088888 31.930386111)
http://www.wikidata.org/entity/Q2045300,LV-001,Point(27.014265 56.126132)
http://www.wikidata.org/entity/Q2069320,LT-13,Point(24.426111111 54.793055555)
http://www.wikidata.org/entity/Q2069330,LT-09,Point(26.240833333 55.347777777)
http://www.wikidata.org/entity/Q2071352,PE-CAL,
http://www.wikidata.org/entity/Q2089791,LT-23,Point(25.018888888 55.833055555)
http://www.wikidata.org/entity/Q2092298,MA-TAR,Point(-8.88 30.466944)
http://www.wikidata.org/entity/Q2112462,MD-OR,Point(28.833333333 47.416666666)
http://www.wikidata.org/entity/Q2128869,MD-CS,Point(29.25 46.666666666)
http://www.wikidata.org/entity/Q2128964,MD-IA,Point(28.833333333 46.833333333)
http://www.wikidata.org/entity/Q2171669,LV-031,Point(24.420555555 57.0475)
http://www.wikidata.org/entity/Q2251931,LV-086,Point(24.363055555 57.768055555)
http://www.wikidata.org/entity/Q2277478,LV-049,Point(26.096111111 56.544166666)
http://www.wikidata.org/entity/Q2299214,LV-095,Point(24.286111111 56.940833333)
http://www.wikidata.org/entity/Q2299415,LV-084,Point(25.33333333 57.88333333)
http://www.wikidata.org/entity/Q2299447,LV-090,Point(24.644444444 57.152777777)
http://www.wikidata.org/entity/Q2304893,LV-074,Point(21.58333333 56.45)
http://www.wikidata.org/entity/Q2304902,LV-061,Point(24.95972222 57.01055556)
http://www.wikidata.org/entity/Q2305115,VC-02,Point(-61.266111 13.2)
http://www.wikidata.org/entity/Q2308277,MK-108,Point(21.94 41.91)
http://www.wikidata.org/entity/Q2344697,BD-54,Point(88.5 24.4)
http://www.wikidata.org/entity/Q2357510,BS-HI,Point(-76.633333333 25.5)
http://www.wikidata.org/entity/Q2360912,MV-07,Point(73.0 6.866669444)
http://www.wikidata.org/entity/Q2403514,LA-BL,Point(103.65 18.383333)
http://www.wikidata.org/entity/Q2424820,MA-CHT,Point(-9.066666666 30.033333333)
http://www.wikidata.org/entity/Q2451375,LV-068,Point(24.001944444 56.772222222)
http://www.wikidata.org/entity/Q2494551,SC-06,Point(55.483333333 -4.75)
http://www.wikidata.org/entity/Q2524373,BS-GC,Point(-78.334444444 27.229444444)
http://www.wikidata.org/entity/Q2525298,BS-BP,Point(-76.4 24.083333333)
http://www.wikidata.org/entity/Q2544592,SG-01,Point(103.852 1.28778)
http://www.wikidata.org/entity/Q2634400,PE-CAL,Point(-77.127777777 -12.059722222)
http://www.wikidata.org/entity/Q2699709,BS-HT,Point(-76.962056 26.539816)
http://www.wikidata.org/entity/Q2699715,BS-SE,Point(-76.183333333 24.8)
http://www.wikidata.org/entity/Q2699715,BS-SE,Point(-76.18306 24.80083)
http://www.wikidata.org/entity/Q2702338,BS-WG,Point(-78.5 26.6)
http://www.wikidata.org/entity/Q2734700,WF-AL,Point(-178.116666666 -14.316666666)
http://www.wikidata.org/entity/Q2834810,GB-BRD,Point(-1.754 53.792)
http://www.wikidata.org/entity/Q3296677,ME-17,Point(20.16666667 42.83333333)
http://www.wikidata.org/entity/Q3321608,UG-120,Point(33.267 0.233)
http://www.wikidata.org/entity/Q3434113,SI-061,Point(14.5087 46.0544)
http://www.wikidata.org/entity/Q3482211,SI-017,Point(15.2 45.56666667)
http://www.wikidata.org/entity/Q3490557,CZ-122,Point(14.60972222 50.02972222)
http://www.wikidata.org/entity/Q3503153,SI-043,Point(14.616666666 46.225)
http://www.wikidata.org/entity/Q3539277,UG-326,Point(32.8 3.53333333)
http://www.wikidata.org/entity/Q3539495,UG-327,Point(34.3 2.2)
http://www.wikidata.org/entity/Q3539648,UG-425,Point(30.1 -0.26666667)
http://www.wikidata.org/entity/Q3539711,UG-426,Point(30.4 -0.53333333)
http://www.wikidata.org/entity/Q3539730,UG-330,Point(30.9 2.5)
http://www.wikidata.org/entity/Q3736616,GQ-AN,Point(5.633333333 -1.416666666)
http://www.wikidata.org/entity/Q4703564,OM-BS,Point(56.729889 24.342)
http://www.wikidata.org/entity/Q7055155,GB-AND,Point(-5.637 54.562)
http://www.wikidata.org/entity/Q7898928,MV-US,Point(73.25 0.5)
http://www.wikidata.org/entity/Q10293470,TO-02,Point(-174.45 -19.783333333)
http://www.wikidata.org/entity/Q11214302,SI-110,Point(15.3 46.0)
http://www.wikidata.org/entity/Q11365639,GB-WRL,Point(-3.011914 53.396972)
http://www.wikidata.org/entity/Q12042075,SI-213,Point(13.7362 45.579)
http://www.wikidata.org/entity/Q12794274,SI-061,Point(14.504145313 46.049054512)
http://www.wikidata.org/entity/Q12956645,GB-PTE,Point(-0.266666666 52.616666666)
http://www.wikidata.org/entity/Q13156669,NA-OK,Point(19.75 -17.916666666)
http://www.wikidata.org/entity/Q13365882,MV-NO,
http://www.wikidata.org/entity/Q13377751,SI-152,Point(16.01666667 46.71666667)
http://www.wikidata.org/entity/Q13377784,SI-038,Point(14.23333333 45.56666667)
http://www.wikidata.org/entity/Q13378473,GW-L,Point(-14.3701 12.1723)
http://www.wikidata.org/entity/Q13378485,MC-MU,
http://www.wikidata.org/entity/Q14824032,NA-KE,Point(20.5833 -18.3333)
http://www.wikidata.org/entity/Q15045704,KE-26,Point(37.63333333 0.05)
http://www.wikidata.org/entity/Q190922,VE-B,Point(-64.6773579 10.1444179)
http://www.wikidata.org/entity/Q191174,VE-M,Point(-66.42715 10.250479)
http://www.wikidata.org/entity/Q204642,UG-411,Point(30.266666666 -0.916666666)
http://www.wikidata.org/entity/Q204876,VE-O,Point(-64.01 10.95)
http://www.wikidata.org/entity/Q205843,VE-X,Point(-66.88 10.572)
http://www.wikidata.org/entity/Q216834,AO-CNO,Point(15.066666666 -9.016666666)
http://www.wikidata.org/entity/Q216945,LB-JL,Point(35.533333333 33.833333333)
http://www.wikidata.org/entity/Q222564,PY-7,Point(-55.883333333 -27.333333333)
http://www.wikidata.org/entity/Q228811,AZ-LAN,Point(48.851111111 38.753611111)
http://www.wikidata.org/entity/Q229467,DZ-11,Point(5.522778 22.785)
http://www.wikidata.org/entity/Q230602,CO-CAU,Point(-76.616666666 2.45)
http://www.wikidata.org/entity/Q231900,AL-04,Point(19.583333333 40.75)
http://www.wikidata.org/entity/Q231987,KG-O,Point(73.0 40.0)
http://www.wikidata.org/entity/Q232564,CO-CUN,Point(-74.083333333 4.6)
http://www.wikidata.org/entity/Q232953,CO-PUT,Point(-76.616666666 1.15)
http://www.wikidata.org/entity/Q233058,CO-NSA,Point(-72.5 7.9)
http://www.wikidata.org/entity/Q233218,SY-ID,Point(36.69 35.78)
http://www.wikidata.org/entity/Q233258,DZ-14,Point(1.325 35.375)
http://www.wikidata.org/entity/Q233645,DZ-15,Point(4.058333 36.725)
http://www.wikidata.org/entity/Q233838,MM-16,Point(94.0 19.5)
http://www.wikidata.org/entity/Q233933,BO-T,Point(-63.833333333 -21.583333333)
http://www.wikidata.org/entity/Q234920,CO-HUI,Point(-75.304444444 2.998611111)
http://www.wikidata.org/entity/Q235574,TH-90,Point(100.596944444 7.205277777)
http://www.wikidata.org/entity/Q235703,DZ-32,Point(1.020278 33.680278)
http://www.wikidata.org/entity/Q235709,DZ-30,Point(5.316666666 31.95)
http://www.wikidata.org/entity/Q236752,DZ-35,Point(3.483333333 36.766666666)
http://www.wikidata.org/entity/Q236776,DZ-29,Point(0.133333333 35.4)
http://www.wikidata.org/entity/Q237164,DZ-19,Point(5.4 36.183333333)
http://www.wikidata.org/entity/Q238752,AG-10,Point(-61.8 17.616666666)
http://www.wikidata.org/entity/Q240495,TH-52,Point(99.725647222 18.695683333)
http://www.wikidata.org/entity/Q241145,TN-61,Point(10.766666666 34.733333333)
http://www.wikidata.org/entity/Q243791,TH-37,Point(104.622777777 15.901388888)
http://www.wikidata.org/entity/Q243808,TH-93,Point(100.072777777 7.615555555)
http://www.wikidata.org/entity/Q260796,JO-AQ,Point(35.007222 29.523611)
http://www.wikidata.org/entity/Q268426,CZ-205,Point(15.268055555 49.948333333)
http://www.wikidata.org/entity/Q272406,KP-04,Point(126.5925 40.970556)
http://www.wikidata.org/entity/Q273794,TH-53,Point(100.096666666 17.629722222)
http://www.wikidata.org/entity/Q277873,CZ-722,Point(17.460555555 49.068333333)
http://www.wikidata.org/entity/Q286646,MD-CM,Point(28.833333333 46.583333333)
http://www.wikidata.org/entity/Q286787,CZ-643,Point(16.611666666 49.191111111)
http://www.wikidata.org/entity/Q302656,LA-SL,Point(106.35 15.87)
http://www.wikidata.org/entity/Q310118,SD-NO,Point(29.42111 17.62306)
http://www.wikidata.org/entity/Q310893,QA-WA,Point(51.61 25.18)
http://www.wikidata.org/entity/Q316306,TG-P,Point(1.1 7.5)
http://www.wikidata.org/entity/Q319632,LB-BI,Point(35.9 33.833333333)
http://www.wikidata.org/entity/Q328180,YE-SH,Point(46.833333333 14.55)
http://www.wikidata.org/entity/Q328493,KE-400,Point(38.0 0.0)
http://www.wikidata.org/entity/Q328727,NR-05,Point(166.92969 -0.50754)
http://www.wikidata.org/entity/Q328738,NR-10,Point(166.956666666 -0.519166666)
http://www.wikidata.org/entity/Q330818,AZ-AGC,Point(47.461388888 40.052777777)
http://www.wikidata.org/entity/Q330834,AZ-BIL,Point(48.5333 39.45)
http://www.wikidata.org/entity/Q334906,TH-24,Point(101.070277777 13.6875)
http://www.wikidata.org/entity/Q343908,AZ-IMI,Point(48.06 39.8692)
http://www.wikidata.org/entity/Q353375,MV-01,Point(73.15 -0.633333333)
http://www.wikidata.org/entity/Q375466,CZ-712,Point(17.251944444 49.595277777)
http://www.wikidata.org/entity/Q375630,BH-15,Point(50.616666666 26.25)
http://www.wikidata.org/entity/Q388059,TN-72,Point(8.133333333 33.916666666)
http://www.wikidata.org/entity/Q388469,TR-63,Point(39.0425 37.25416667)
http://www.wikidata.org/entity/Q388960,AZ-SUS,Point(46.75 39.75)
http://www.wikidata.org/entity/Q389734,BT-42,Point(91.166666666 27.166666666)
http://www.wikidata.org/entity/Q390213,KE-500,Point(40.25 1.0)
http://www.wikidata.org/entity/Q390377,LA-VT,Point(102.51 18.14)
http://www.wikidata.org/entity/Q394103,SI-192,Point(14.133333333 46.4)
http://www.wikidata.org/entity/Q398417,GH-AH,Point(-1.5 6.75)
http://www.wikidata.org/entity/Q405701,KW-JA,Point(47.658 29.337)
http://www.wikidata.org/entity/Q405701,KW-JA,Point(47.635 29.46305556)
http://www.wikidata.org/entity/Q456847,MM-17,Point(98.0 21.5)
http://www.wikidata.org/entity/Q457513,AZ-KAL,Point(46.03833333 40.10666667)
http://www.wikidata.org/entity/Q459763,FJ-R,Point(177.08 -12.5)
http://www.wikidata.org/entity/Q465947,LA-XI,Point(103.5 19.416666666)
http://www.wikidata.org/entity/Q466000,KH-9,Point(103.494722222 11.399166666)
http://www.wikidata.org/entity/Q478222,MA-08,Point(-7.583333333 33.533333333)
http://www.wikidata.org/entity/Q480085,CZ-202,Point(14.071944444 49.963333333)
http://www.wikidata.org/entity/Q483091,TR-23,Point(39.359722222 38.6675)
http://www.wikidata.org/entity/Q483168,TR-78,Point(32.640277777 41.223611111)
http://www.wikidata.org/entity/Q485437,KZ-AKT,Point(57.166666666 50.283333333)
http://www.wikidata.org/entity/Q486073,TM-B,Point(55.0 40.0)
http://www.wikidata.org/entity/Q486657,KZ-ZHA,Point(72.0 44.0)
http://www.wikidata.org/entity/Q487585,UZ-TO,Point(69.75 41.166666666)
http://www.wikidata.org/entity/Q491096,SS-LK,Point(28.88333333 6.76666667)
http://www.wikidata.org/entity/Q497019,CV-PR,Point(-23.51666667 14.95)
http://www.wikidata.org/entity/Q498437,AZ-SMX,Point(46.5 40.833333333)
http://www.wikidata.org/entity/Q498443,NI-CO,Point(-85.4 12.083333333)
http://www.wikidata.org/entity/Q500453,CV-S,Point(-24.0 15.0)
http://www.wikidata.org/entity/Q500453,CV-S,Point(-23.583333333 15.0)
http://www.wikidata.org/entity/Q502170,CR-P,Point(-84.833333333 9.966666666)
http://www.wikidata.org/entity/Q502181,CR-C,Point(-83.65 9.8)
http://www.wikidata.org/entity/Q502652,BZ-SC,Point(-88.5 16.833333333)
http://www.wikidata.org/entity/Q503932,NG-NI,Point(6.0 10.0)
http://www.wikidata.org/entity/Q511859,MU-CC,Point(59.616666666 -16.583333333)
http://www.wikidata.org/entity/Q528953,BH-13,Point(50.583055555 26.236111111)
http://www.wikidata.org/entity/Q534571,MT-27,Point(14.5675 35.8625)
http://www.wikidata.org/entity/Q577602,CZ-105,Point(14.393333333 50.06)
http://www.wikidata.org/entity/Q585187,MT-34,Point(14.489444444 35.897777777)
http://www.wikidata.org/entity/Q585420,MT-54,Point(14.477777777 35.890277777)
http://www.wikidata.org/entity/Q597410,TD-MA,Point(17.55 8.91)
http://www.wikidata.org/entity/Q599347,LC-07,Point(-60.994444 13.766667)
http://www.wikidata.org/entity/Q608361,HT-NO,Point(-72.833333333 19.95)
http://www.wikidata.org/entity/Q621983,BF-TAP,Point(1.8 12.083333333)
http://www.wikidata.org/entity/Q623145,GN-LO,Point(-8.536 7.801)
http://www.wikidata.org/entity/Q23293,GB-ESX,Point(0.333333333 50.916666666)
http://www.wikidata.org/entity/Q54159,PL-12,Point(20.266666666 49.85)
http://www.wikidata.org/entity/Q147081,CI-ZZ,Point(-3.25 8.5)
http://www.wikidata.org/entity/Q147081,CI-ZZ,Point(-3.15 8.61666667)
http://www.wikidata.org/entity/Q208303,GR-72,Point(24.883 41.133)
http://www.wikidata.org/entity/Q734328,TN-14,Point(10.101111 36.807778)
http://www.wikidata.org/entity/Q1229750,UG-302,Point(32.583333333 2.083333333)
http://www.wikidata.org/entity/Q1229800,UG-202,Point(33.96666667 0.43333333)
http://www.wikidata.org/entity/Q1229921,UG-206,Point(34.566666666 1.333333333)
http://www.wikidata.org/entity/Q1231388,SC-14,Point(55.722222222 -4.331111111)
http://www.wikidata.org/entity/Q1318843,UG-306,Point(34.0 3.016666666)
http://www.wikidata.org/entity/Q1318877,UG-417,Point(30.466666666 -0.1)
http://www.wikidata.org/entity/Q1318887,UG-418,Point(30.833333333 -0.833333333)
http://www.wikidata.org/entity/Q1342139,KN-05,Point(-62.565556 17.175)
http://www.wikidata.org/entity/Q1351768,LT-10,Point(24.666666666 54.783333333)
http://www.wikidata.org/entity/Q1364824,UG-214,Point(33.583333333 -0.25)
http://www.wikidata.org/entity/Q1365284,FJ-09,Point(178.25 -17.833333333)
http://www.wikidata.org/entity/Q1375755,UG-221,Point(33.95 0.883333333)
http://www.wikidata.org/entity/Q1390048,MV-03,Point(73.483333333 5.383333333)
http://www.wikidata.org/entity/Q1422332,JM-03,Point(-76.433333333 17.9)
http://www.wikidata.org/entity/Q1444575,TT-CHA,Point(-61.4075 10.514444444)
http://www.wikidata.org/entity/Q1466671,GY-MA,Point(-57.886844444 6.229522222)
http://www.wikidata.org/entity/Q1468596,OM-ZA,Point(56.50444444 23.23638889)
http://www.wikidata.org/entity/Q1473646,JM-11,Point(-77.783333333 18.05)
http://www.wikidata.org/entity/Q1473680,JM-01,Point(-76.8 17.966666666)
http://www.wikidata.org/entity/Q1474206,BD-39,Point(88.7 23.75)
http://www.wikidata.org/entity/Q1476289,GD-04,Point(-61.733333333 12.166666666)
http://www.wikidata.org/entity/Q1477874,KE-24,Point(40.6667 3.41667)
http://www.wikidata.org/entity/Q1493318,LK-53,Point(81.083333333 8.583333333)
http://www.wikidata.org/entity/Q1515842,SI-212,Point(15.06083333 45.95027778)
http://www.wikidata.org/entity/Q1520182,LK-41,Point(80.166666666 9.666666666)
http://www.wikidata.org/entity/Q1549155,GB-THR,Point(0.416666666 51.5)
http://www.wikidata.org/entity/Q1583950,LK-23,Point(80.75 7.0)
http://www.wikidata.org/entity/Q1633078,KE-43,Point(35.35 3.15)
http://www.wikidata.org/entity/Q1740735,MA-KHE,Point(-6.066666666 33.816666666)
http://www.wikidata.org/entity/Q1752122,KN-12,Point(-62.605278 17.173333)
http://www.wikidata.org/entity/Q1752424,GB-SKP,Point(-2.166666666 53.4)
